lat	lon	title	description	icon	iconSize	iconOffset
49.71743	9.27132 	Bürgstadt	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,4<br>Gesamtkilometer: 115,0<br>Zeit: 0:45<br>Höhe: 130 </h3>   Urkundlich erwähnt wurde Bürgstadt erstmals im Jahre 1181. Sicherlich ist der Ort wesentlich älter, denn spätestens um 950 entstand die Martinskapelle, die vermutlich erste Pfarrkirche von Bürgstadt. Im frühen Mittelalter stellte man in Bürgstadt Gegenstände aus Buntsandstein her. So wurden um 1000 Steinsarkophage in die Städte am Main, am Rhein und bis nach Dänemark transportiert. Auch der Mainzer Dom wurde zum großen Teil aus dem Buntsandstein vom Main gebaut. In der Neuzeit begann man damit, Wein anzubauen. 1612 wurde erstmals der Bürgstädter Rotwein erwähnt, der bis heute nichts von seiner Bedeutung eingebüßt hat.<br>Um 1220 begann man mit dem Bau der Pfarrkirche St. Margareta, die durch Anbauten stetig erweitert wurde. Berühmt ist die Orgel aus dem Jahr 1749. Um 1340 wurde erstmals ein Centgraf erwähnt. Bis ins 18. Jahrhundert war Bürgstadt Centgrafensitz, verlor jedoch schon im späten Mittelalter viel von seiner ursprünglichen Bedeutung an das benachbarte Miltenberg. <br>Zwischen 1590 und 1592 wurde das Rathaus erbaut, welches von den Bürgern selbst finanziert wurde. Noch heute zählt es zu den besonderen Sehenswürdigkeiten von Bürgstadt. <br>Ein dunkles Kapitel in der Geschichte der Stadt sind die Hexenverfolgungen zwischen 1616 und 1618 bzw. 1627 und 1630. Über 90 Frauen und Männer wurden der Hexerei beschuldigt, gefoltert und hingerichtet.  </p></font>	punkt.gif	10,10	-0,-0
49.71565	9.28612 	Centgrafen Kapelle	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,1<br>Gesamtkilometer: 117,1<br>Zeit: 1:00<br>Höhe: 350 </h3>   Der Bürgstädter Centgraf Leonhard Gackstadt (1626-1655), der als vermögender Mann eine Vorliebe für fromme Stiftungen hatte, begann im Frühjahr 1629 mit dem Bau der Kapelle und konnte ihn bis in Dachhöhe hochziehen. Durch den Vormarsch der Schweden während des Dreißigjährigen Krieges wurde dem Bau ein Ende gemacht und die Kapelle blieb bis heute eine Bauruine. Von der Schutzhütte unterhalb der Kapelle ergibt sich ein herrlicher Blick hinab auf Bürgstadt und Miltenberg.  </p></font>	punkt.gif	10,10	-0,-0
49.71780	9.29734 	Ringwall	<h3> Kilometer: 1,7<br>Gesamtkilometer: 118,8<br>Zeit: 0:35<br>Höhe: 463 </h3>   Auf dem Weg zum Ringwall kommt man an zahlreichen unvollendeten Werkstücken vorbei, die im Mittelalter hier bearbeitet wurden und die an die Römersteine aus dem Felsenmeer bei Reichenbach im Lautertal erinnern. Zu diesen Fundstücken zählen zwei Rohlinge von Sarkophagen, ein Mühlstein und zwei kleine Heunesäulen. Der Name „Heune“, abgeleitet von Hüne = Riese, wurde den Steinen gegeben, da man über ihre Entstehung nichts Genaues wusste und sie als Spielzeuge oder Gebrauchsgegenstände vorzeitlicher Riesen deutete. <br>Der Ringwall ist vermutlich in der Jungsteinzeit um 3000 v. Chr. entstanden. Die Kelten bauten den durch Palisade und Tor befestigten Ringwall zu einer Fliehburg aus, in die sie sich mit ihrem Vieh bei Gefahr zurückziehen konnten. Das Tor der Ringwallanlage wurde rekonstruiert. Der Wall zieht sich 3 km um die Bergkuppe herum. Im Nordosten hat er eine sattelartige Verbindung mit dem Wannenberg, wo der Wall seine größte Mächtigkeit erreicht, da dies die gefährdete Angriffsseite war.   </p></font>	punkt.gif	10,10	-0,-0
49.73635	9.31373 	Räuberschlösschen	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 3,9<br>Gesamtkilometer: 122,7<br>Zeit: 1:10<br>Höhe: 265 </h3>   Das Räuberschlösschen ist eine frühmittelalterliche Verteidigungsanlage, von der nur noch geringe Reste vorhanden sind. Durch Grabungen konnte man jedoch an der Angriffsseite eine steinerne Wehrmauer, die Keller von zwei kleinen Gebäuden, Spuren eines Tores sowie ein unfertiges Grabensystem feststellen.  </p></font>	punkt.gif	10,10	-0,-0
49.73901	9.32345 	Burg Freudenberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,3<br>Gesamtkilometer: 124,0<br>Zeit: 0:20<br>Höhe: 250 </h3>   Der Würzburger Bischof Heinrich III. ließ im Jahre 1197 den Grundstein zu einem überdimensionalen Bergfried legen. Mit 14,65 m Seitenlänge besaß er das Anderthalbfache der anderen Bergfriede mit einer Seitenlänge von meistens unter 10 m. Als Bischof Heinrich III. am 14. April 1197 starb, war die Burg noch unvollendet. Die eingestellten Arbeiten wurden ab 1226 wieder aufgenommen. Mit dem Ausbau der Burg Freudenberg entwickelte sich an ihrem Fuße eine Burgsiedlung. <br>Im Jahre 1497 fiel die Burg Freudenberg an Graf Erasmus von Wertheim. Er machte Freudenberg zur Residenz, verwandelte die mittelalterliche Burg in eine wehrhafte Festungsanlage mit einem prunkvollen Renaissancebau. Nachdem Graf Erasmus von Wertheim 1509 gestorben war, fiel die Burg an Graf Michael zurück. Möglicherweise begann schon damals der Verfall der Burg. Besonders nach dem Aussterben der Grafen von Wertheim im Jahre 1556 und dem damit erfolgten Rückfall des Lehens an das Bistum Würzburg setzte sich dieser fort. <br>1590 begann auch in Freudenberg der Wahn der Hexenverfolgungen. Die in dieser Zeit angeklagten Frauen und Männer wurden in dem runden Kanonenturm der Burg eingesperrt, bevor sie nach qualvoller Folter und Verhören auf den Brennplatz geschleift und dort öffentlich verbrannt wurden. Bis 1632 mussten über 150 Bewohner der Stadt dieses Schicksal erdulden. Weit mehr Tote forderten Anfang und Mitte des 17. Jahrhunderts Hunger und Pest.  </p></font>	punkt.gif	10,10	-0,-0
49.74264	9.32392 	Stadt Freudenberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,6<br>Gesamtkilometer: 124,6<br>Zeit: 0:15<br>Höhe: 135 </h3>   Im Jahre 1159 erscheint der Ort erstmalig auf einer Urkunde mit der Bezeichnung "Lüllenseit". Mit der Erbauung der Burg Frouwedenberch zwischen Ende des 12. Jahrhunderts überträgt sich der Name auf die Siedlung. Erstmals als Stadt wird Freudenberg im Jahre 1287 urkundlich erwähnt. Seit 2004 steht der historische Stadtkern Freudenbergs als Gesamtanlage unter Denkmalschutz. Sehenswert sind die oberhalb der Stadt gelegene Ruine der Burg Freudenberg, die Friedhofskapelle St. Laurentius und die alte katholische Pfarrkirche St. Laurentius.  </p></font>	punkt.gif	10,10	-0,-0
49.72389	8.61306 	Zwingenberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,0<br>Gesamtkilometer: 0,0<br>Zeit: 0:00<br>Höhe: 110 </h3>   Die Ersterwähnung findet sich im Jahre 1012 in einer Urkunde von Kaiser Heinrich II. 1258 erhielt Zwingenberg Stadtrechte durch König Rudolf von Habsburg. Bis zum Aussterben der Grafen von Katzenelnbogen im Jahre 1479 gehörte Zwingenberg zu deren Obergrafschaft. Danach ging der Besitz an den hessischen Landgrafen Heinrich III. <br>Sehenswürdigkeiten<br>Zwingenberg besitzt eine Reihe historischer Stätten und sehenswerter Plätze, z.B. die Scheuergasse mit vor 150 Jahren errichteten Scheunen, die wegen Brandgefahr nicht innerhalb der Stadtmauern errichtet werden durften, sowie das 450 Jahre alte Schlösschen, welches als Wohnsitz adliger Familien diente und heute als Rathaus genutzt wird.  </p></font>	punkt.gif	10,10	-0,-0
49.72594	8.63663 	Melibokus	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 3,8<br>Gesamtkilometer: 3,8<br>Zeit: 1:30<br>Höhe: 517 </h3>   Der Melibokus ist mit 517 m die höchste Erhebung an der Bergstraße. Er fällt dem Betrachter von allen Seiten ins Auge, da er im Vergleich zu den benachbarten Bergen weit nach Westen vortritt. 1772 ließ der Landgraf Ludwig IX auf dem Gipfel einen 21 Meter hohen Aussichtsturm errichten.<br>Sehenswürdigkeiten<br>Aufgrund der exponierten Lage des Berges wird eine einmalige Fernsicht entlang der Bergstraße, über den Odenwald und über die Rheinebene hinweg auf die Bergkette des Pfälzer Waldes geboten. <br>Öffnungszeiten Aussichtsturm: Sa./So. 10-17 Uhr  </p></font>	punkt.gif	10,10	-0,-0
49.72993	8.66248 	Schollrain	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,5<br>Gesamtkilometer: 6,3<br>Zeit: 0:45<br>Höhe: 300 </h3>   Die Wanderung führt durch Wiesen und Weidegelände und bietet eine schöne Aussicht auf die Tallandschaft sowie die das Tal umgebenden Höhenzüge.Von hier ab führt der Nibelungensteig ständig bergauf zum Felsberg.<br>Sehenswürdigkeiten<br>Auch hat man hier einen schönen Blick ins Balkhäuser Tal.  </p></font>	punkt.gif	10,10	-0,-0
49.73152	8.68723 	Felsberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 3,0<br>Gesamtkilometer: 9,3<br>Zeit: 1:15<br>Höhe: 514 </h3>   Am Südhang des Felsberges befindet sich eines  der  eindrucksvollsten  Naturdenkmale des Odenwaldes, das sagenumwobene Felsenmeer. Bis heute hat man  über  300  von  römischen Steinmetzen  bearbeitete  Steine  gefunden.  Die  bekanntesten  Werkstücke  aus  römischer  Zeit  sind  die  Riesensäule, der Altarstein, die Pyramide und das Schiff.Um die Entstehung dieses Felsenmeeres rangen sich zahlreiche Sagen.  </p></font>	punkt.gif	10,10	-0,-0
49.72313	8.69470 	Geo-Infozentrum	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,5<br>Gesamtkilometer: 10,8<br>Zeit: 0:45<br>Höhe: 220 </h3>   Beim Geo-Informationszentrum ist reichhaltiges Infomaterial um Felsenmeer sowie von der näheren Umgebung erhältlich. Außerdem werden Führungen mit Geopark-Rangern, Felsenmeerführern und den Kobolden angeboten.<br>Öffnungszeiten:<br>Anfang November bis Ende Februar an allen Wochenenden (außer 27.12.2008) von 10:00 - 16:00 Uhr,<br>Ansonsten nach tel. Vereinbarung.<br>ab 01.03.2009 wieder täglich von 10:00 - 16:00 Uhr.<br>Felsenmeer Informationszentrum<br>Seifenwiesenweg 59<br>64686 Lautertal<br>Tel.: 06254 940160<br>Fax: 06254 30732<br>Email: information@felsemmeer.eu<br>web:   http://www.felsenmeer-informationszentrum.de  </p></font>	punkt.gif	10,10	-0,-0
49.71360	8.69331 	Reichenbach	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,1<br>Gesamtkilometer: 11,9<br>Zeit: 0:20<br>Höhe: 135 </h3>   Reichenbach ist wohl die älteste Siedlung im Lautertal. Die Ersterwähnung als „Richinbach“ findet sich in einer Schenkungsurkunde von 1012, in der Kaiser Heinrich II. den Forstbann Odenwald dem Kloster Lorsch schenkte. Seit dem frühen Mittelalter besondere Bedeutung durch Mühlen, Bergbau und Steinmetzarbeiten. www.lautertal.de  </p></font>	punkt.gif	10,10	-0,-0
49.71162	8.71142 	Hohenstein	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,5<br>Gesamtkilometer: 13,4<br>Zeit: 0:45<br>Höhe: 135 </h3>   Sagenumwobener  Quarzitfelsen, der gerne  zum  Klettern genutzt wird. Die bekannteste Sage berichtet vom Kampf zweier Riesen, die sich gegenseitig mit Steinen bewarfen.  </p></font>	punkt.gif	10,10	-0,-0
49.70828	8.71871 	Hofgut Hohenstein	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,7<br>Gesamtkilometer: 14,1<br>Zeit: 0:15<br>Höhe: 135 </h3>   Im Mittelalter als kleines Dörfchen bekannt, entwickelte es sich zu einem kleinen Dorf, dass Anfang des 19. Jahrhunderts zwölf Häuser, 84 Einwohner und eine eigene Schule besaß. Eine wirtschaftliche Notlage Anfang des 19. Jahrhunderts, zwang die Einwohner zur Auswanderung. Danach erfolgte die Eingliederung der Felder in das gräfliche Hofgut, welches sich heute im Privatbesitz befindet.  </p></font>	punkt.gif	10,10	-0,-0
49.69791	8.71170 	Knodener Kopf	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 3,0<br>Gesamtkilometer: 17,1<br>Zeit: 1:15<br>Höhe: 135 </h3>   An dieser Stelle bietet der Wanderweg schöne Aussichtspunkte und beeindruckt durch sehenswerte Felsformationen.  </p></font>	punkt.gif	10,10	-0,-0
49.69559	8.71934 	Knoden	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,7<br>Gesamtkilometer: 17,8<br>Zeit: 0:10<br>Höhe: 490 </h3>   Der Sage nach sollen die Bewohner dieses Dorfes in früheren Zeiten die Fähigkeit des Bannens beherrscht haben, d.h. die Fähigkeit, ihren Willen anderen Menschen aufzuzwingen. <br>Parkplatz Brunnenwiese: Kurz vor Schannenbach befindet sich der Parkplatz Brunnenwiese. <br>www.lautertal.de  </p></font>	punkt.gif	10,10	-0,-0
49.69098	8.72221 	Schannenbach	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,6<br>Gesamtkilometer: 18,4<br>Zeit: 0:10<br>Höhe: 480 </h3>   Schannenbach ist der höchstgelegene Ortsteil der Gemeinde Lautertal. Die ersten Häuser in Schannenbach entstanden vermutlich um 1000. Bekannt ist das Schannenbacher Moor, ein Flachmoor mit seltenen Pflanzen wie z.B. Knabenkraut, Sonnentau und Wollgras.<br>Parkplatz Schannenbacher Eck: Kurz nach Schannenbach befindet sich der Parkplatz Schannenbacher Eck.<br>www.lautertal.de  </p></font>	punkt.gif	10,10	-0,-0
49.68790	8.73262 	Mathildenruhe	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,3<br>Gesamtkilometer: 19,7<br>Zeit: 0:20<br>Höhe: 560 </h3>   Hier hat man von der dort stehenden Schutzhütte einen prachtvollen Ausblick ins Schlierbachtal. Unterhalb der Mathildenruhe liegt der Ort Seidenbuch. Dieser wird heute noch im Volksmund „Glashütt“ genannt, da dort um 1770 eine Glashütte mit einer Glasschleiferei betrieben wurde. Der Betrieb wurde jedoch bereits 40 Jahre später wieder eingestellt, weil der Wald um Seidenbuch in den Brennöfen der Glasschleiferei verheizt war.  </p></font>	punkt.gif	10,10	-0,-0
49.68524	8.73153 	Krehberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,3<br>Gesamtkilometer: 20,0<br>Zeit: 0:05<br>Höhe: 575 </h3>   Mit seinen fast 576 m gehört der Krehberg zu den höchsten Erhebungen im Odenwald. Die Wanderung  führt hinab nach Schlierbach. Geprägt ist die Landschaft durch zahlreiche Felsengruppen, Ansammlungen von Felsblöcken, aufgelassenen Steinbrüchen und kleineren Felsmeeren.<br>www.seidenbuch-odw.de<br>Parkplatz Hohe Buchen: Zwischen Krehberg und Schlierbach befindet sich der Parkplatz Hohe Buchen.  </p></font>	punkt.gif	10,10	-0,-0
49.68383	8.76681 	Schlierbach	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 3,3<br>Gesamtkilometer: 23,3<br>Zeit: 1:00<br>Höhe: 235 </h3>   Aufgrund der schmucken Fachwerkhäuser zählt Schlierbach zu den schönsten Dörfern im Odenwald. Eine Besonderheit des Ortes sind die calvinistischen „Stickel-Bretter“ auf dem Kirchfriedhof. Der Brauch der „Stickel-Bretter“ wurde durch Calvinisten aus der Schweiz mitgebracht. Die Erhaltung und Weiterbenutzung ist als kulturhistorisches Dokument festgelegt.<br>www.schlierbach-odw.de  </p></font>	punkt.gif	10,10	-0,-0
49.68607	8.78135 	Lindenfels	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,2<br>Gesamtkilometer: 25,5<br>Zeit: 0:50<br>Höhe: 320 </h3>   Im Jahre 1277 kam Lindenfels durch Kauf in Besitz  der Pfalzgrafen die festlegten, dass Lindenfels auf „ewiglich“ der Kurpfalz unterstehen und nie verpfändet und verkauft werden dürfe. Lindenfels wurde so Stützpunkt der Expansionspolitik der Pfalzgrafen, die auf die Gewinnung des gesamten Rhein-Main-Neckar-Gebietes hinzielte. Die Stadtrechte erlangte Lindenfels im Jahre 1336. Lindenfels ist als die Perle des Odenwaldes bekannt.<br>Sehenswürdigkeiten<br>In Lindenfels empfiehlt es sich die Burg mit Resten der Stadtmauer, das „Innere“ und das „Äußere Fürther Tor“ und den Löwenbrunnen zu besichtigen. Sehenswert ist auch das Heimatmuseum im ehemaligen Zentspeicher sowie der Bürgerturm.<br>www.lindenfels.de  </p></font>	punkt.gif	10,10	-0,-0
49.68382	8.80769 	Gumpener Kreuz	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,8<br>Gesamtkilometer: 28,3<br>Zeit: 0:50<br>Höhe: 273 </h3>   Diese bekannte Straßenkreuzung zwischen Lindenfels, Reichelsheim und Fürth bietet eine herrliche Aussicht auf das Mergbachtal abwärts auf Reichelsheim mit Burg Reichenberg und auf das obere Gersprenztal. Hier verläuft auch die Kreisgrenze zwischen dem Kreis Bergstraße und dem Odenwaldkreis.<br>Am Wegesrand sind in unregelmäßigen Abständen alte historische Grenzsteine mit dem Drei-Sternen-Wappen, dem Pfälzer Rauten und dem Mainzer Rat zu sehen, die jeweils ein Stück Geschichte dokumentieren.  </p></font>	punkt.gif	10,10	-0,-0
49.67442	8.83184 	Kreuzung am Stotz	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,2<br>Gesamtkilometer: 30,5<br>Zeit: 0:45<br>Höhe: 425 </h3>   Oberhalb von Weschnitz ergibt sich ein prachtvoller Ausblick nach Norden ins Gersprenztal und auf die Veste Otzberg. Hier verläuft die biologische Trennungslinie zwischen dem Kristallinen Odenwald im Westen und dem Bundsandstein-Odenwald im Osten. Dieses Grenzgebiet ist auch mineralogisch sehr interessant. Alte Orts- und Flurnamen (Erzbach, Erzberg) bekunden noch heute die damalige Bergbautätigkeit. Wegen Unrentabilität wurde die seit dem Mittelalter stattfindende Bergbautätigkeit nach Ende des Ersten Weltkrieges eingestellt.  </p></font>	punkt.gif	10,10	-0,-0
49.66095	8.84422 	Weschnitz	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,7<br>Gesamtkilometer: 32,2<br>Zeit: 0:30<br>Höhe: 340 </h3>   Der Name „Wisgoz“ für Weschnitz  ist keltischen Ursprungs. An dieser Stelle laufen Sie auf der Kreisgrenze zwischen Odenwaldkreis und dem Kreis Bergstraße. Am Waldrand rechts liegt der denkmalgeschützte Waldfriedhof von Weschnitz mit seinen Holzkreuzen mit Dach. An dessen Eingang steht der Spruch. „Im Tode sind alle gleich“. <br>Kurz vor Weschnitz befindet sich der Parkplatz Kappellenberg.<br>www.gemeinde-fuerth.de  </p></font>	punkt.gif	10,10	-0,-0
49.65573	8.84846 	Walburgis Kapelle	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,2<br>Gesamtkilometer: 33,4<br>Zeit: 0:40<br>Höhe: 460 </h3>   Anfang des 8. Jahrhunderts soll die hl. Walburga an einer ehemals keltischen Kultstätte das Christentum verkündet haben. In der Grenzbeschreibung von 795 wird eine ihr geweihte Kapelle, „Manoldes-cella“, genannt. Im Dreißigjährigen Krieg wurde sie zerstört, danach aber wieder aufgebaut. Die heutige Kapelle wurde 1935 neu errichtet. Am 1. Mai findet alljährlich eine Wallfahrt statt, um die hl. Walburga um Schutz vor Unheil und Leid zu bitten.  </p></font>	punkt.gif	10,10	-0,-0
49.65502	8.85649 	Kahlberg	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,4<br>Gesamtkilometer: 33,8<br>Zeit: 0:10<br>Höhe: 471 </h3>   Ein schöner Aussichtspunkt, dessen Gedenkstein an die Grenzziehung der Mark Heppenheim durch Karl den Großen im Jahre 795 erinnert.  </p></font>	punkt.gif	10,10	-0,-0
49.65124	8.85934 	Grenzstein	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 0,7<br>Gesamtkilometer: 34,5<br>Zeit: 0:15<br>Höhe: 500 </h3>   Südlich vom Kahlberg steht an einer Wegkreuzung auf der rechten Seite, etwas im Wald versteckt, ein alter Grenzstein. Er trägt die Jahreszahl 1575 und verweist auf die Grenze zwischen der Grafschaft Erbach und dem Amt Starkenburg. Dieser Grenzstein hat heute noch als Kreis- und Gemarkungsgrenze Gültigkeit. Er dokumentiert, dass dies einst eine bedeutende Weggabel war.  </p></font>	punkt.gif	10,10	-0,-0
49.64178	8.84629 	Gaßbachtal	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,2<br>Gesamtkilometer: 35,7<br>Zeit: 0:20<br>Höhe: 455 </h3>   Das Gaßbachtal erhielt seinen Namen durch den hier verlaufenden Gaßbach, der mit seinen vier Quellen der nördlichste Zubringer des Ulfenbaches ist. Bei der Durchwanderung dieses Tals werden Sie durch das landschaftliche Idyll begeistert sein. Zahlreiche Freizeit- und Erholungseinrichtungen laden zum Verweilen ein.  </p></font>	punkt.gif	10,10	-0,-0
49.63073	8.86058 	Grasellenbach	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 2,8<br>Gesamtkilometer: 38,6<br>Zeit: 0:50<br>Höhe: 390 </h3>   Die Ersterwähnung von Gras-Ellenbach erfolgte im Jahre 1423. Dieser Ort, mit dem einzigen Kneipp-Heilbad im Odenwald, ist durch den sagenumwobenen Siegfried-brunnen  weithin bekannt<br>Im Ort findet sich eine ständige Präsenz von Namen aus der Nibelungensage.  Zur Schreibweise ist zu sagen, dass Gras-Ellenbach (mit Bindestrich) den Ort, Grasellenbach (ohne Bindestrich) hingegen die Großgemeinde bezeichnet.<br><br>Weitere Infos:<br>Tourist-Info Nibelungenland Odenwald in der Nibelungenhalle<br>Tel.: 06 20 7-25 54<br>Fax: 06 20 7-82 33 3<br>www.ueberwald.eu  </p></font>	punkt.gif	10,10	-0,-0
49.62128	8.87139 	Siegfriedbrunnen	<h3> <font size="1" color="black" face="Trebuchet MS, Geneva, Arial, Helvetica, SunSans-Regular, sans-serif">Kilometer: 1,4<br>Gesamtkilometer: 40,0<br>Zeit: 0:35<br>Höhe: 490 </h3>   Zu Beginn des 19. Jahrhunderts begann man sich wieder für die alten Heldenepen zu interessieren. So wurde auch das Nibelungenlied neu entdeckt und durchforscht.  Der Darmstädter Staatsrat Knapp gelangte dabei zu der Auffassung, dass der infame Meuchelmord an Siegfried nur an der Quelle am Nordhang des Spessartkopfes geschehen sein konnte. 1851 ließ Knapp die Quelle fassen und ein  gotisches Gedenkkreuz errichten, auf dessen Sockel die Strophe aus dem Heldenepos  eingemeißelt wurde, die mit den Worten beginnt: „Da der herre Sifrit ob dem Brunnen tranch...“ <br>„Als der Herr Siegfried aus dem Brunnen trank erstach ihn durch das Kreuz, dass von der Wunde lief das Blut aus dem Herzen, dies hat Hagen gemacht, eine solche Missetat hat ein Held seither nicht mehr begangen.“<br>Da die Ortsbeschreibungen jedoch im Nibelungenlied sehr vage sind, wird noch von mehreren anderen Quellen der Anspruch erhoben, der authentische Siegfriedbrunnen sein.  </p></font>	punkt.gif	10,10	-0,-0


